scouting_rank,player_name,club_name,competition_name,country_name,age_at_season_end,position,minutes,goals,assists,goals_per90,assists_per90,market_value_in_eur,breakout_probability_pct
1074,Jackson Muleka,Konyaspor,super-lig,Türkiye,27,Attack,2231.0,6.0,4.0,0.242,0.161,2800000.0,25.988489380939388
1075,Jeppe Kudsk,FC Fredericia,superliga,Denmark,23,Defender,1093.0,1.0,0.0,0.082,0.0,400000.0,25.91598441463421
1076,Rasmus Lauritsen,Bröndby IF,superliga,Denmark,30,Defender,720.0,0.0,1.0,0.0,0.125,1000000.0,25.913115176925714
1077,Javi Hernández,Panathinaikos Athlitikos Omilos,super-league-1,Greece,28,Defender,612.0,2.0,0.0,0.294,0.0,2000000.0,25.883537080327713
1078,Taha Şahin,Caykur Rizespor,super-lig,Türkiye,26,Defender,1787.0,1.0,0.0,0.05,0.0,3000000.0,25.872012694657258
1079,Davy Klaassen,Ajax Amsterdam,eredivisie,Netherlands,33,Midfield,1787.0,6.0,2.0,0.302,0.101,2000000.0,25.853749137141296
1080,Dani García,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,36,Midfield,915.0,1.0,0.0,0.098,0.0,700000.0,25.794967406837007
1081,Sverrir Ingi Ingason,Panathinaikos Athlitikos Omilos,super-league-1,Greece,33,Defender,904.0,0.0,0.0,0.0,0.0,1800000.0,25.72577283407401
1082,Robinho,CF Estrela Amadora,liga-portugal,Portugal,24,Midfield,931.0,0.0,1.0,0.0,0.097,600000.0,25.622060292058997
1083,Paulo Vitor,Avs Futebol,liga-portugal,Portugal,25,Defender,1421.0,0.0,0.0,0.0,0.0,500000.0,25.579969816715796
1084,Simon Mignolet,Club Brugge KV,jupiler-pro-league,Belgium,38,Goalkeeper,855.0,0.0,0.0,0.0,0.0,1000000.0,25.57955246708233
1085,Christos Sielis,Panetolikos Agrinio,super-league-1,Greece,26,Defender,1650.0,0.0,1.0,0.0,0.055,700000.0,25.540280303166597
1086,Mads Agger,Sönderjyske Fodbold,superliga,Denmark,27,Attack,1463.0,3.0,4.0,0.185,0.246,1200000.0,25.481065298942873
1087,Emir Ortakaya,Eyüpspor,super-lig,Türkiye,22,Defender,728.0,0.0,0.0,0.0,0.0,600000.0,25.443662938006646
1088,Svit Seslar,Eyüpspor,super-lig,Türkiye,24,Midfield,554.0,1.0,1.0,0.162,0.162,2500000.0,25.423695246827343
1089,Qazim Laci,Caykur Rizespor,super-lig,Türkiye,30,Midfield,2694.0,7.0,9.0,0.234,0.301,2800000.0,25.412140652961853
1090,Abdoulaye Sissako,Sint-Truidense VV,jupiler-pro-league,Belgium,28,Midfield,2471.0,1.0,3.0,0.036,0.109,2000000.0,25.39623123375645
1091,Kartal Yılmaz,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,26,Midfield,516.0,0.0,2.0,0.0,0.349,2500000.0,25.282404623003877
1092,Jizz Hornkamp,Heracles Almelo,eredivisie,Netherlands,28,Attack,1115.0,10.0,1.0,0.807,0.081,2500000.0,25.24319892553863
1093,Mateusz Lis,Göztepe,super-lig,Türkiye,29,Goalkeeper,3060.0,0.0,0.0,0.0,0.0,2500000.0,25.241853308172136
1094,Magnus Jensen,Sönderjyske Fodbold,superliga,Denmark,30,Defender,1980.0,2.0,0.0,0.091,0.0,700000.0,25.15775636664501
1095,Moisés Ramírez,Athlitiki Enosi Kifisias,super-league-1,Greece,26,Goalkeeper,1800.0,0.0,0.0,0.0,0.0,800000.0,25.14472902608637
1096,Álvaro Tejero,Aris Thessalonikis,super-league-1,Greece,30,Defender,2085.0,0.0,2.0,0.0,0.086,1800000.0,25.136219292479247
1097,Steven Berghuis,Ajax Amsterdam,eredivisie,Netherlands,35,Attack,1140.0,4.0,2.0,0.316,0.158,2000000.0,25.129934928563962
1098,Hugo Félix,CD Tondela,liga-portugal,Portugal,22,Midfield,1335.0,0.0,2.0,0.0,0.135,800000.0,24.999425316426446
1099,Abdoulaye Camara,Vejle Boldklub,superliga,Denmark,20,Attack,470.0,1.0,0.0,0.191,0.0,250000.0,24.74857203998617
1100,Brandon Mechele,Club Brugge KV,jupiler-pro-league,Belgium,33,Defender,2535.0,4.0,2.0,0.142,0.071,2800000.0,24.71913561376144
1101,Boy Kemper,NAC Breda,eredivisie,Netherlands,27,Defender,2821.0,5.0,4.0,0.16,0.128,1000000.0,24.66180233940152
1102,Yonis Njoh,Viborg FF,superliga,Denmark,22,Attack,502.0,2.0,1.0,0.359,0.179,550000.0,24.56928238272183
1103,Panagiotis Liagas,APO Levadiakos Football Club,super-league-1,Greece,27,Defender,1689.0,1.0,2.0,0.053,0.107,1000000.0,24.566498829697757
1104,Gyrano Kerk,Royal Antwerp FC,jupiler-pro-league,Belgium,31,Attack,1503.0,2.0,4.0,0.12,0.24,3000000.0,24.496358268458255
1105,Antoine Makoumbou,Samsunspor,super-lig,Türkiye,28,Midfield,2240.0,1.0,1.0,0.04,0.04,4000000.0,24.42703492343414
1106,Hristiyan Petrov,SC Heerenveen,eredivisie,Netherlands,24,Defender,505.0,0.0,0.0,0.0,0.0,500000.0,24.417219431030922
1107,Andreas Pyndt,FC Fredericia,superliga,Denmark,25,Midfield,1303.0,0.0,3.0,0.0,0.207,600000.0,24.384748489190816
1108,Tijs Velthuis,PEC Zwolle,eredivisie,Netherlands,24,Defender,568.0,0.0,0.0,0.0,0.0,500000.0,24.320704888483938
1109,Kiki Kouyaté,Royal Antwerp FC,jupiler-pro-league,Belgium,29,Defender,1139.0,1.0,0.0,0.079,0.0,1500000.0,24.22524590280513
1110,Miguel Crespo,Basaksehir FK,super-lig,Türkiye,30,Midfield,1104.0,0.0,5.0,0.0,0.408,2000000.0,24.216464238741555
1111,Lincoln,FC Alverca,liga-portugal,Portugal,28,Midfield,2376.0,2.0,5.0,0.076,0.189,3500000.0,24.17457264619389
1112,Samuel Ballet,Antalyaspor,super-lig,Türkiye,25,Attack,1720.0,5.0,1.0,0.262,0.052,2000000.0,24.111385830186823
1113,Tobias Bach,Vejle Boldklub,superliga,Denmark,23,Attack,753.0,1.0,3.0,0.12,0.359,650000.0,24.081168931167085
1114,Kenzo Goudmijn,Go Ahead Eagles,eredivisie,Netherlands,25,Midfield,762.0,0.0,0.0,0.0,0.0,700000.0,24.030214936252232
1115,Yarlen,CD Tondela,liga-portugal,Portugal,20,Attack,450.0,0.0,0.0,0.0,0.0,,23.9820316253582
1116,Marco Rente,FC Groningen,eredivisie,Netherlands,29,Defender,2279.0,3.0,4.0,0.118,0.158,1300000.0,23.964428180129612
1117,Norman Campbell,Randers FC,superliga,Denmark,27,Attack,755.0,2.0,2.0,0.238,0.238,800000.0,23.93473981103367
1118,Matthew Hoppe,Sönderjyske Fodbold,superliga,Denmark,25,Attack,1224.0,4.0,0.0,0.294,0.0,700000.0,23.9064009685585
1119,Leo Greiml,NAC Breda,eredivisie,Netherlands,25,Defender,1135.0,1.0,0.0,0.079,0.0,900000.0,23.851120712678924
1120,Lucas Soares,CD Santa Clara,liga-portugal,Portugal,28,Defender,2080.0,0.0,0.0,0.0,0.0,1500000.0,23.84170755928913
1121,Anfernee Dijksteel,Kocaelispor,super-lig,Türkiye,30,Defender,2687.0,0.0,0.0,0.0,0.0,1200000.0,23.80113333166375
1122,Luuk Brouwers,SC Heerenveen,eredivisie,Netherlands,28,Midfield,1939.0,5.0,6.0,0.232,0.278,1500000.0,23.764648280630244
1123,Uros Racic,Aris Thessalonikis,super-league-1,Greece,28,Midfield,1963.0,2.0,1.0,0.092,0.046,3000000.0,23.75065169632866
1124,Aurelio Oehlers,FC Volendam,eredivisie,Netherlands,22,Attack,1538.0,4.0,1.0,0.234,0.059,500000.0,23.724533215206463
1125,Nordin Jackers,Club Brugge KV,jupiler-pro-league,Belgium,29,Goalkeeper,1421.0,0.0,0.0,0.0,0.0,1200000.0,23.720429346710027
1126,Dante Vanzeir,Cercle Brugge,jupiler-pro-league,Belgium,28,Attack,461.0,1.0,1.0,0.195,0.195,1800000.0,23.657837074574974
1127,Rob Schoofs,KV Mechelen,jupiler-pro-league,Belgium,32,Midfield,531.0,2.0,0.0,0.339,0.0,2000000.0,23.63022081795221
1128,Daniel Podence,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,31,Attack,1148.0,2.0,5.0,0.157,0.392,4000000.0,23.595527527010546
1129,Shavy Babicka,Fatih Karagümrük,super-lig,Türkiye,26,Attack,859.0,1.0,2.0,0.105,0.21,1500000.0,23.53506671157924
1130,Boris Popović,FC Arouca,liga-portugal,Portugal,26,Defender,1158.0,1.0,0.0,0.078,0.0,1000000.0,23.49457695022965
1131,João Silva,CD Tondela,liga-portugal,Portugal,27,Defender,996.0,1.0,0.0,0.09,0.0,1500000.0,23.41817640333775
1132,Show,Kocaelispor,super-lig,Türkiye,27,Midfield,2321.0,0.0,0.0,0.0,0.0,1500000.0,23.399858774874865
1133,László Bénes,Kayserispor,super-lig,Türkiye,29,Midfield,2581.0,7.0,2.0,0.244,0.07,2500000.0,23.357930485565312
1134,Arif Boşluk,Konyaspor,super-lig,Türkiye,23,Defender,774.0,0.0,0.0,0.0,0.0,800000.0,23.334775728532506
1135,Kaique Rocha,Casa Pia AC,liga-portugal,Portugal,25,Defender,497.0,1.0,0.0,0.181,0.0,1000000.0,23.28831706758635
1136,Nabil Touaizi,FC Alverca,liga-portugal,Portugal,25,Midfield,2818.0,1.0,5.0,0.032,0.16,800000.0,23.25071935530765
1137,Vinícius Lopes,CD Santa Clara,liga-portugal,Portugal,27,Attack,1540.0,6.0,1.0,0.351,0.058,2500000.0,23.237794992002588
1138,Nodar Lominadze,GD Estoril Praia,liga-portugal,Portugal,24,Midfield,645.0,2.0,0.0,0.279,0.0,700000.0,23.193600902349278
1139,Paul Izzo,Randers FC,superliga,Denmark,31,Goalkeeper,1530.0,0.0,0.0,0.0,0.0,500000.0,23.1051970935256
1140,Bart Nieuwkoop,Feyenoord Rotterdam,eredivisie,Netherlands,30,Defender,541.0,1.0,0.0,0.166,0.0,1500000.0,23.09412005815959
1141,Enrique Lofolomo,Zulte Waregem,jupiler-pro-league,Belgium,26,Midfield,873.0,0.0,1.0,0.0,0.103,1000000.0,22.876636749871704
1142,Júnior Brumado,FC Midtjylland,superliga,Denmark,27,Attack,870.0,5.0,2.0,0.517,0.207,800000.0,22.870120255894545
1143,Jesper Ceesay,Antalyaspor,super-lig,Türkiye,25,Midfield,2138.0,0.0,0.0,0.0,0.0,1500000.0,22.709564690203305
1144,Jules Gaudin,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,26,Defender,585.0,0.0,0.0,0.0,0.0,500000.0,22.584199889770204
1145,Gonçalo Costa,GD Estoril Praia,liga-portugal,Portugal,26,Defender,561.0,0.0,1.0,0.0,0.16,600000.0,22.47937485927641
1146,Daniel Rivas,Avs Futebol,liga-portugal,Portugal,25,Defender,1527.0,0.0,1.0,0.0,0.059,500000.0,22.38127629596531
1147,Jona Niemiec,Odense Boldklub,superliga,Denmark,25,Attack,534.0,3.0,1.0,0.506,0.169,550000.0,22.360593760996114
1148,Lion Lauberbach,KV Mechelen,jupiler-pro-league,Belgium,28,Attack,1872.0,6.0,1.0,0.288,0.048,1700000.0,22.316541363700022
1149,Thierry Lutonda,RAAL La Louvière,jupiler-pro-league,Belgium,26,Defender,1539.0,1.0,0.0,0.058,0.0,600000.0,22.256262375534753
1150,Kevin Yakob,Aarhus GF,superliga,Denmark,26,Midfield,841.0,3.0,3.0,0.321,0.321,850000.0,22.243979300456477
1151,Younes Bakiz,Silkeborg IF,superliga,Denmark,27,Midfield,1160.0,2.0,3.0,0.155,0.233,1500000.0,22.216591237489713
1152,Mahamadou Susoho,Kocaelispor,super-lig,Türkiye,21,Midfield,515.0,0.0,0.0,0.0,0.0,1000000.0,22.19752361908032
1153,Bernardo Schappo,CF Estrela Amadora,liga-portugal,Portugal,27,Defender,2055.0,0.0,0.0,0.0,0.0,750000.0,21.71745057488167
1154,Thibaud Verlinden,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,27,Attack,1189.0,2.0,4.0,0.151,0.303,1200000.0,21.699177064644466
1155,Mattheos Mountes,APS Atromitos Athinon,super-league-1,Greece,23,Defender,1439.0,0.0,0.0,0.0,0.0,600000.0,21.636197961942237
1156,Can Keleş,Kocaelispor,super-lig,Türkiye,25,Attack,852.0,0.0,1.0,0.0,0.106,1200000.0,21.626755579133825
1157,Dani Fernández,A.G.S Asteras Tripolis,super-league-1,Greece,29,Defender,932.0,0.0,0.0,0.0,0.0,700000.0,21.59807340081328
1158,Abdülkadir Ömür,Antalyaspor,super-lig,Türkiye,27,Midfield,1322.0,0.0,2.0,0.0,0.136,1500000.0,21.430297021764048
1159,Samet Karakoç,Antalyaspor,super-lig,Türkiye,24,Defender,595.0,0.0,3.0,0.0,0.454,500000.0,21.362757684742853
1160,Sayfallah Ltaief,Sparta Rotterdam,eredivisie,Netherlands,26,Midfield,512.0,1.0,0.0,0.176,0.0,1300000.0,21.306709504512387
1161,Hyun-seok Hong,KAA Gent,jupiler-pro-league,Belgium,27,Midfield,478.0,1.0,1.0,0.188,0.188,2500000.0,21.30608136580907
1162,Konstantinos Galanopoulos,Aris Thessalonikis,super-league-1,Greece,29,Midfield,917.0,0.0,0.0,0.0,0.0,900000.0,21.285642699827047
1163,Ethan Brooks,Panserraikos Serres,super-league-1,Greece,25,Midfield,787.0,0.0,1.0,0.0,0.114,600000.0,21.251350713141882
1164,Giannis Theodosoulakis,Omilos Filathlon Irakliou FC,super-league-1,Greece,22,Attack,649.0,2.0,0.0,0.277,0.0,700000.0,21.242856657243376
1165,İlkay Gündoğan,Galatasaray,super-lig,Türkiye,36,Midfield,1391.0,2.0,4.0,0.129,0.259,2000000.0,21.221355078500242
1166,Mathias Rasmussen,Union Saint-Gilloise,jupiler-pro-league,Belgium,29,Midfield,708.0,2.0,1.0,0.254,0.127,2000000.0,21.184820289538344
1167,Pablo Ruan,CD Nacional,liga-portugal,Portugal,23,Attack,860.0,0.0,0.0,0.0,0.0,500000.0,21.025951824141554
1168,Joan Sastre,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,29,Defender,498.0,0.0,0.0,0.0,0.0,800000.0,21.01422037624108
1169,Çağtay Kurukalıp,Fatih Karagümrük,super-lig,Türkiye,24,Defender,1271.0,0.0,2.0,0.0,0.142,600000.0,21.006224738644843
1170,Yalçın Kayan,Samsunspor,super-lig,Türkiye,27,Midfield,836.0,0.0,3.0,0.0,0.323,1000000.0,20.94584971341343
1171,Yusuf Sarı,Basaksehir FK,super-lig,Türkiye,28,Attack,1469.0,1.0,7.0,0.061,0.429,4000000.0,20.756097117318635
1172,Makan Aïko,CD Tondela,liga-portugal,Portugal,25,Attack,1059.0,1.0,2.0,0.085,0.17,900000.0,20.7354556670405
1173,Takuma Ominami,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,29,Defender,1121.0,0.0,1.0,0.0,0.08,1000000.0,20.707077545068557
1174,Renato Sanches,Panathinaikos Athlitikos Omilos,super-league-1,Greece,29,Midfield,471.0,1.0,1.0,0.191,0.191,2000000.0,20.68224063372875
1175,Umut Bozok,Eyüpspor,super-lig,Türkiye,30,Attack,2101.0,6.0,6.0,0.257,0.257,1500000.0,20.65655025499848
1176,Jeremy Antonisse,Athlitiki Enosi Kifisias,super-league-1,Greece,24,Attack,1567.0,1.0,2.0,0.057,0.115,800000.0,20.580532607701322
1177,Marko Pjaca,FC Twente Enschede,eredivisie,Netherlands,31,Attack,912.0,2.0,1.0,0.197,0.099,1500000.0,20.569807620485342
1178,Hendrik Van Crombrugge,KRC Genk,jupiler-pro-league,Belgium,33,Goalkeeper,1080.0,0.0,0.0,0.0,0.0,900000.0,20.468259721127104
1179,Koki Ogawa,NEC Nijmegen,eredivisie,Netherlands,29,Attack,1274.0,8.0,4.0,0.565,0.283,2000000.0,20.44901630221968
1180,Sherel Floranus,PEC Zwolle,eredivisie,Netherlands,28,Defender,2801.0,1.0,3.0,0.032,0.096,800000.0,20.430235566542922
1181,Youssef El Kachati,NEC Nijmegen,eredivisie,Netherlands,27,Attack,500.0,3.0,3.0,0.54,0.54,650000.0,20.412890800778634
1182,Gaius Makouta,Alanyaspor,super-lig,Türkiye,29,Midfield,2673.0,1.0,0.0,0.034,0.0,2000000.0,20.40006078394326
1183,Deian Sorescu,Gaziantep FK,super-lig,Türkiye,29,Defender,1555.0,3.0,2.0,0.174,0.116,1500000.0,20.356980712080723
1184,Martin Hongla,Aris Thessalonikis,super-league-1,Greece,28,Midfield,632.0,0.0,0.0,0.0,0.0,1200000.0,20.349922344005133
1185,Olivier Ntcham,Samsunspor,super-lig,Türkiye,30,Midfield,1610.0,2.0,1.0,0.112,0.056,2000000.0,20.347152438208944
1186,Stijn Spierings,Bröndby IF,superliga,Denmark,30,Midfield,817.0,2.0,1.0,0.22,0.11,1800000.0,20.2649156606408
1187,Tonni Adamsen,Silkeborg IF,superliga,Denmark,32,Attack,1818.0,8.0,3.0,0.396,0.149,1500000.0,20.253152484241703
1188,Lenny Lobato,Panetolikos Agrinio,super-league-1,Greece,25,Attack,493.0,0.0,0.0,0.0,0.0,800000.0,20.221041042553416
1189,Samuel Gueulette,RAAL La Louvière,jupiler-pro-league,Belgium,26,Midfield,995.0,0.0,0.0,0.0,0.0,500000.0,20.21967152138307
1190,Nihad Mujakic,Gaziantep FK,super-lig,Türkiye,28,Defender,854.0,0.0,0.0,0.0,0.0,1200000.0,20.191081442809786
1191,Rafael Brito,Casa Pia AC,liga-portugal,Portugal,24,Midfield,1520.0,2.0,1.0,0.118,0.059,600000.0,20.185168382116686
1192,Hevertton,Gil Vicente FC,liga-portugal,Portugal,25,Defender,865.0,0.0,1.0,0.0,0.104,800000.0,20.18268238867244
1193,Prince Ampem,Eyüpspor,super-lig,Türkiye,28,Attack,631.0,2.0,0.0,0.285,0.0,1500000.0,20.159603871118744
1194,Nicolas Bürgy,Odense Boldklub,superliga,Denmark,31,Defender,1737.0,2.0,0.0,0.104,0.0,800000.0,20.08046004413651
1195,Stefan Velkov,Vejle Boldklub,superliga,Denmark,30,Defender,1799.0,4.0,0.0,0.2,0.0,650000.0,20.060199114532818
1196,Mortadha Ben Ouanes,Kasimpasa,super-lig,Türkiye,32,Attack,2279.0,2.0,6.0,0.079,0.237,1500000.0,20.050632033034578
1197,Christian Burgess,Union Saint-Gilloise,jupiler-pro-league,Belgium,35,Defender,2337.0,2.0,4.0,0.077,0.154,1800000.0,20.042780330504737
1198,Evert Linthorst,Go Ahead Eagles,eredivisie,Netherlands,26,Midfield,1484.0,1.0,2.0,0.061,0.121,1200000.0,20.012028187728628
1199,Loide Augusto,Caykur Rizespor,super-lig,Türkiye,26,Attack,1163.0,3.0,3.0,0.232,0.232,1200000.0,19.995545421567094
1200,Samuel Moutoussamy,APS Atromitos Athinon,super-league-1,Greece,30,Midfield,1761.0,3.0,0.0,0.153,0.0,1200000.0,19.980487212323645
1201,Rob Schoofs,Union Saint-Gilloise,jupiler-pro-league,Belgium,32,Midfield,1099.0,2.0,3.0,0.164,0.246,2000000.0,19.946168931806927
1202,Karol Linetty,Kocaelispor,super-lig,Türkiye,31,Midfield,1527.0,0.0,3.0,0.0,0.177,1200000.0,19.936781553826332
1203,Antonis Tsiftsis,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,27,Goalkeeper,1029.0,0.0,0.0,0.0,0.0,1200000.0,19.92936506113115
1204,Wout Weghorst,Ajax Amsterdam,eredivisie,Netherlands,34,Attack,1782.0,8.0,4.0,0.404,0.202,2000000.0,19.83916233367273
1205,Denis Drăguș,Eyüpspor,super-lig,Türkiye,27,Attack,878.0,0.0,0.0,0.0,0.0,2000000.0,19.822892811038997
1206,Gustavo Assunção,Avs Futebol,liga-portugal,Portugal,26,Midfield,688.0,0.0,0.0,0.0,0.0,1500000.0,19.748614389173888
1207,Tom Dele-Bashiru,Gençlerbirliği Spor Kulübü,super-lig,Türkiye,27,Midfield,2362.0,0.0,1.0,0.0,0.038,1800000.0,19.70809501740726
1208,Yunus Emre Çift,Samsunspor,super-lig,Türkiye,23,Defender,748.0,0.0,0.0,0.0,0.0,600000.0,19.70600109408891
1209,Léo Santos,CD Nacional,liga-portugal,Portugal,28,Defender,2719.0,3.0,2.0,0.099,0.066,1000000.0,19.50259026626477
1210,Yvann Maçon,Athlitiki Enosi Larisas,super-league-1,Greece,28,Defender,800.0,0.0,0.0,0.0,0.0,800000.0,19.47925329267714
1211,Gerson Sousa,Athlitiki Enosi Kifisias,super-league-1,Greece,24,Attack,914.0,0.0,1.0,0.0,0.098,700000.0,19.4728969546738
1212,Zé Carlos,Gil Vicente FC,liga-portugal,Portugal,25,Midfield,1198.0,0.0,1.0,0.0,0.075,800000.0,19.352410692962675
1213,Simon Elisor,FC Famalicão,liga-portugal,Portugal,27,Attack,2055.0,1.0,2.0,0.044,0.088,1500000.0,19.338031300051053
1214,Riechedly Bazoer,Konyaspor,super-lig,Türkiye,30,Defender,928.0,0.0,0.0,0.0,0.0,1500000.0,19.335327983286813
1215,Tino Kadewere,Aris Thessalonikis,super-league-1,Greece,30,Attack,459.0,0.0,0.0,0.0,0.0,1500000.0,19.32563372622649
1216,Tin Jedvaj,Panathinaikos Athlitikos Omilos,super-league-1,Greece,31,Defender,1158.0,4.0,0.0,0.311,0.0,2000000.0,19.29455444027308
1217,Mehdi Taremi,Olympiakos Syndesmos Filathlon Peiraios,super-league-1,Greece,34,Attack,1077.0,10.0,4.0,0.836,0.334,2000000.0,19.26678858559731
1218,Yalçın Kayan,Eyüpspor,super-lig,Türkiye,27,Midfield,884.0,0.0,2.0,0.0,0.204,1000000.0,19.228796213642894
1219,Berkay Özcan,Fatih Karagümrük,super-lig,Türkiye,28,Midfield,2376.0,0.0,2.0,0.0,0.076,1200000.0,19.2131378658818
1220,Martín Fernández,Gil Vicente FC,liga-portugal,Portugal,23,Midfield,685.0,1.0,1.0,0.131,0.131,450000.0,19.166221747909066
1221,Giovanni van Zwam,Go Ahead Eagles,eredivisie,Netherlands,22,Defender,685.0,0.0,0.0,0.0,0.0,300000.0,19.146803041510886
1222,Ola Solbakken,FC Nordsjaelland,superliga,Denmark,28,Attack,1171.0,6.0,1.0,0.461,0.077,1500000.0,19.048074283094707
1223,Berat Özdemir,Basaksehir FK,super-lig,Türkiye,28,Midfield,920.0,0.0,0.0,0.0,0.0,2500000.0,18.993927582026213
1224,Tanguy Coulibaly,Samsunspor,super-lig,Türkiye,25,Attack,747.0,2.0,0.0,0.241,0.0,1200000.0,18.970418315918284
1225,Wessel Dammers,Randers FC,superliga,Denmark,31,Defender,1935.0,1.0,2.0,0.047,0.093,800000.0,18.946370259612014
1226,Liziero,CD Nacional,liga-portugal,Portugal,28,Midfield,2347.0,0.0,4.0,0.0,0.153,1500000.0,18.909726716418785
1227,Georgios Katris,Panathinaikos Athlitikos Omilos,super-league-1,Greece,21,Defender,468.0,0.0,0.0,0.0,0.0,500000.0,18.876006063935897
1228,Antoine Bernier,Royal Charleroi Sporting Club,jupiler-pro-league,Belgium,29,Attack,1650.0,3.0,2.0,0.164,0.109,1500000.0,18.871746347598744
1229,Sékou Koïta,Gençlerbirliği Spor Kulübü,super-lig,Türkiye,27,Attack,1733.0,6.0,0.0,0.312,0.0,2500000.0,18.83731666826861
1230,Soner Gönül,Samsunspor,super-lig,Türkiye,29,Defender,810.0,0.0,0.0,0.0,0.0,500000.0,18.80270842661124
1231,Rami Al Hajj,Silkeborg IF,superliga,Denmark,25,Midfield,895.0,0.0,0.0,0.0,0.0,500000.0,18.791792122858013
1232,Thomas Van den Keybus,KVC Westerlo,jupiler-pro-league,Belgium,25,Midfield,910.0,1.0,0.0,0.099,0.0,700000.0,18.777556245908578
1233,Visar Musliu,Sint-Truidense VV,jupiler-pro-league,Belgium,32,Defender,1688.0,0.0,0.0,0.0,0.0,1000000.0,18.71708637044976
1234,Leonel Montano,Silkeborg IF,superliga,Denmark,27,Defender,476.0,0.0,2.0,0.0,0.378,150000.0,18.65056469739505
1235,Óscar Gil,Oud-Heverlee Leuven,jupiler-pro-league,Belgium,28,Defender,2023.0,2.0,0.0,0.089,0.0,800000.0,18.6488513450778
1236,André Ferreira,Moreirense FC,liga-portugal,Portugal,30,Goalkeeper,1980.0,0.0,1.0,0.0,0.045,600000.0,18.61588464129561
1237,Brynjólfur Willumsson,FC Groningen,eredivisie,Netherlands,26,Attack,1208.0,6.0,0.0,0.447,0.0,900000.0,18.58526179908273
1238,Manolis Siopis,Panathinaikos Athlitikos Omilos,super-league-1,Greece,32,Midfield,990.0,0.0,0.0,0.0,0.0,1200000.0,18.478102788630217
1239,Maranhão,CD Tondela,liga-portugal,Portugal,27,Attack,2472.0,6.0,3.0,0.218,0.109,1500000.0,18.43538195624378
1240,João Mário,Athlitiki Enosi Konstantinoupoleos,super-league-1,Greece,33,Midfield,1028.0,1.0,1.0,0.088,0.088,1500000.0,18.330716257567662
1241,Nihad Mujakic,Eyüpspor,super-lig,Türkiye,28,Defender,1349.0,0.0,1.0,0.0,0.067,1200000.0,18.30830295058109
1242,Mohamed Berte,FCV Dender EH,jupiler-pro-league,Belgium,24,Attack,654.0,1.0,0.0,0.138,0.0,650000.0,18.30734597553279
1243,Dailon Livramento,Casa Pia AC,liga-portugal,Portugal,25,Attack,940.0,0.0,1.0,0.0,0.096,800000.0,18.29663200129149
1244,Simon Janssen,Excelsior Rotterdam,eredivisie,Netherlands,26,Defender,507.0,0.0,1.0,0.0,0.178,400000.0,18.277688403702303
1245,Ibrahim Olawoyin,Caykur Rizespor,super-lig,Türkiye,29,Midfield,2041.0,1.0,1.0,0.044,0.044,2200000.0,18.269534514961595
1246,Olivier Kemen,Basaksehir FK,super-lig,Türkiye,30,Midfield,2300.0,0.0,3.0,0.0,0.117,2500000.0,18.267185796240064
1247,Milot Rashica,Beşiktaş Jimnastik Kulübü,super-lig,Türkiye,30,Attack,975.0,1.0,3.0,0.092,0.277,3500000.0,18.265888033792226
1248,Thalisson,Gençlerbirliği Spor Kulübü,super-lig,Türkiye,28,Defender,2529.0,2.0,0.0,0.071,0.0,700000.0,18.223209599408978
1249,Magomed Ozdoev,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,super-league-1,Greece,34,Midfield,1601.0,7.0,3.0,0.394,0.169,1200000.0,18.190871940366378
1250,Juninho Bacuna,FC Volendam,eredivisie,Netherlands,29,Midfield,709.0,0.0,2.0,0.0,0.254,1700000.0,18.033734898224882
1251,Djevencio van der Kust,Heracles Almelo,eredivisie,Netherlands,25,Defender,1207.0,0.0,2.0,0.0,0.149,350000.0,18.013691055411506
1252,Matheus Mendes,FC Alverca,liga-portugal,Portugal,27,Goalkeeper,810.0,0.0,0.0,0.0,0.0,600000.0,18.00608356542091
1253,Zafer Görgen,Gaziantep FK,super-lig,Türkiye,26,Goalkeeper,1800.0,0.0,0.0,0.0,0.0,800000.0,18.003019742426215
1254,Luís Semedo,Moreirense FC,liga-portugal,Portugal,23,Attack,989.0,3.0,0.0,0.273,0.0,600000.0,17.890384515866106
